"id_estudiante";"plan_estudios";"sede";"codigo_postal";"localidad";"provincia";"pais";"sexo";"cohorte"
64405;508;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2001
64409;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64412;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64430;309;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2001
64433;508;"C.R. SAN MIGUEL";1107;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2001
64435;309;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2001
64436;508;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2001
64449;399;"C.R. SAN MIGUEL";1664;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2001
64462;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64475;508;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64476;403;"C.R. SAN MIGUEL";1631;"VILLA ROSA";"BUENOS AIRES";"ARGENTINA";"F";2001
64478;309;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64479;308;"C.R. SAN MIGUEL";1629;"PILAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64490;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64504;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64506;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2001
64507;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64510;508;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2001
64511;404;"C.R. SAN MIGUEL";1713;"ITUZAINGO";"BUENOS AIRES";"ARGENTINA";"F";2001
64513;509;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64514;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64521;308;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64524;508;"C.R. SAN MIGUEL";1618;"EL TALAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64529;509;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2001
64537;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64541;508;"C.R. SAN MIGUEL";1615;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2001
64544;403;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64547;308;"C.R. SAN MIGUEL";1714;"ITUZAINGO";"BUENOS AIRES";"ARGENTINA";"M";2001
64553;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2001
64555;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2001
64557;509;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64560;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64564;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64570;308;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2001
64577;403;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"M";2001
64580;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64586;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64587;403;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"F";2001
64592;308;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"M";2001
64593;404;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64597;508;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2001
64601;307;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2001
64602;509;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2001
64609;509;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64615;404;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64619;403;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"M";2001
64620;309;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2001
64632;403;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64637;308;"C.R. SAN MIGUEL";1612;"A. SOURDEAUX";"BUENOS AIRES";"ARGENTINA";"F";2001
64640;307;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2001
64646;308;"C.R. SAN MIGUEL";1613;"V. DE MAYO";"BUENOS AIRES";"ARGENTINA";"F";2001
64652;509;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2001
64660;308;"C.R. SAN MIGUEL";1618;"EL TALAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64671;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64672;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"M";2001
64673;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64675;508;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2001
64679;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"M";2001
64682;403;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2001
64686;403;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2001
64691;403;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2001
64695;509;"C.R. SAN MIGUEL";1618;"EL TALAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64696;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2001
64699;509;"C.R. SAN MIGUEL";1663;"MU¥IZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64702;509;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64707;308;"C.R. SAN MIGUEL";1663;"MU¥IZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64710;5401;"C.R. SAN MIGUEL";1686;"WILL. MORRIS";"BUENOS AIRES";"ARGENTINA";"F";2001
64711;309;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"M";2001
64712;308;"C.R. SAN MIGUEL";1612;"A. SOURDEAUX";"BUENOS AIRES";"ARGENTINA";"F";2001
64713;509;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64714;403;"C.R. SAN MIGUEL";1419;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2001
64722;308;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2001
64738;308;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64746;308;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2001
64751;508;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2001
64753;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64755;308;"C.R. CAMPANA";1627;"MATHEU";"BUENOS AIRES";"ARGENTINA";"M";2001
64757;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64758;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64759;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64760;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64761;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64762;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64764;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64767;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64768;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64769;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64771;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64773;399;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64775;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64777;309;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64780;509;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64781;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64782;5401;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64784;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64786;2704;"C.R. CAMPANA";3260;"C. D.URUGUAY";"ENTRE RIOS";"ARGENTINA";"F";2001
64788;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64789;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64790;508;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64796;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64798;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64799;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64802;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64803;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64804;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64805;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64808;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64809;508;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64811;508;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64812;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64814;2704;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64815;2704;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64819;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64821;2903;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64823;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64824;2704;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64826;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64827;2704;"C.R. CAMPANA";1619;"GARIN";"BUENOS AIRES";"ARGENTINA";"M";2001
64829;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64832;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64833;399;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64838;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64839;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64844;509;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
64845;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64847;2704;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64848;307;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
64850;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64852;309;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64854;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64855;2704;"C.R. CAMPANA";2434;"ARROYITO";"CORDOBA";"ARGENTINA";"F";2001
64856;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64857;5401;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64858;399;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"M";2001
64863;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64865;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64866;509;"C.R. CAMPANA";2812;"C. DEL SE¥OR";"BUENOS AIRES";"ARGENTINA";"F";2001
64867;2704;"C.R. CAMPANA";1623;"I. MASCHWITZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64868;2704;"C.R. CAMPANA";1623;"I. MASCHWITZ";"BUENOS AIRES";"ARGENTINA";"M";2001
64871;399;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64872;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64873;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64875;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64876;308;"C.R. CAMPANA";1623;"I. MASCHWITZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64877;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64878;308;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"M";2001
64880;509;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64881;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64883;308;"C.R. CAMPANA";2806;"LIMA";"BUENOS AIRES";"ARGENTINA";"F";2001
64884;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64888;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64890;309;"C.R. CAMPANA";1625;"ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64891;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64892;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64894;309;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64897;307;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64898;2902;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64900;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64901;509;"C.R. CAMPANA";1627;"MATHEU";"BUENOS AIRES";"ARGENTINA";"F";2001
64905;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64906;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64908;509;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64909;508;"C.R. CAMPANA";1623;"I. MASCHWITZ";"BUENOS AIRES";"ARGENTINA";"F";2001
64912;399;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64913;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64916;308;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"M";2001
64920;509;"C.R. CAMPANA";2930;"SAN PEDRO";"BUENOS AIRES";"ARGENTINA";"F";2001
64925;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64928;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64932;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64935;307;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64936;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64937;309;"C.R. CAMPANA";1619;"GARIN";"BUENOS AIRES";"ARGENTINA";"F";2001
64939;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64941;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64943;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64945;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64946;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64948;5401;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
64950;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64952;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64953;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64955;309;"C.R. CAMPANA";2930;"SAN PEDRO";"BUENOS AIRES";"ARGENTINA";"F";2001
64957;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64958;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
64959;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64961;5401;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64963;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64966;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64967;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64971;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64973;309;"C.R. CAMPANA";7600;"MAR DEL PLAT";"BUENOS AIRES";"ARGENTINA";"F";2001
64977;2704;"C.R. CAMPANA";1627;"MATHEU";"BUENOS AIRES";"ARGENTINA";"M";2001
64990;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
64993;509;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
64994;2902;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
64995;2704;"C.R. CAMPANA";1629;"PILAR";"BUENOS AIRES";"ARGENTINA";"M";2001
64997;309;"C.R. CAMPANA";2408;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65000;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
65001;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65002;5401;"C.R. CAMPANA";1623;"I. MASCHWITZ";"BUENOS AIRES";"ARGENTINA";"F";2001
65003;307;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65005;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
65008;2704;"C.R. CAMPANA";2806;"LIMA";"BUENOS AIRES";"ARGENTINA";"F";2001
65009;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65010;2902;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65011;2704;"C.R. CAMPANA";2806;"LIMA";"BUENOS AIRES";"ARGENTINA";"F";2001
65015;508;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65018;308;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
65020;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65021;399;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"M";2001
65025;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65026;2903;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65027;309;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65031;309;"C.R. CAMPANA";1625;"ESCOBAR";"BUENOS AIRES";"ARGENTINA";"F";2001
65032;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65033;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65034;2704;"C.R. CAMPANA";1621;"BENAVIDEZ";"BUENOS AIRES";"ARGENTINA";"F";2001
65035;2704;"C.R. CAMPANA";2806;"LIMA";"BUENOS AIRES";"ARGENTINA";"F";2001
65036;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65037;399;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
65038;508;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65041;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65042;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65045;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65046;509;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65047;308;"C.R. CAMPANA";2812;"C. DEL SE¥OR";"BUENOS AIRES";"ARGENTINA";"M";2001
65048;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65050;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65051;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65052;309;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65058;309;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65059;399;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
65060;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65061;2704;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
65063;2902;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65064;2902;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65072;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
65074;309;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2001
65075;508;"C.R. CAMPANA";1627;"MATHEU";"BUENOS AIRES";"ARGENTINA";"F";2001
65077;509;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2001
65078;309;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
65080;508;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65082;308;"C.R. CAMPANA";1625;"B. ESCOBAR";"BUENOS AIRES";"ARGENTINA";"M";2001
65083;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65084;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2001
65085;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65087;308;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2001
65093;2704;"C.R. CAMPANA";2942;"BARADERO";"BUENOS AIRES";"ARGENTINA";"F";2001
