"id_estudiante";"plan_estudios";"sede";"codigo_postal";"localidad";"provincia";"pais";"sexo";"cohorte"
77128;308;"C.R. CHIVILCOY";6620;"CHIVILCOY";"BUENOS AIRES";"ARGENTINA";"F";2003
77129;1709;"C.R. CHIVILCOY";6620;"CHIVILCOY";"BUENOS AIRES";"ARGENTINA";"F";2003
77130;308;"C.R. CHIVILCOY";6620;"CHIVILCOY";"BUENOS AIRES";"ARGENTINA";"F";2003
77131;1709;"C.R. CHIVILCOY";6734;"RAWSON";"BUENOS AIRES";"ARGENTINA";"M";2003
77132;1709;"C.R. CHIVILCOY";6620;"CHIVILCOY";"BUENOS AIRES";"ARGENTINA";"M";2003
77133;308;"C.R. CHIVILCOY";6620;"CHIVILCOY";"BUENOS AIRES";"ARGENTINA";"F";2003
77135;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77136;308;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"M";2003
77137;2504;"SEDE LUJAN";1748;"G. RODRIGUEZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77138;308;"D.A. ESCOBAR";1619;"GARIN";"BUENOS AIRES";"ARGENTINA";"M";2003
77140;508;"SEDE LUJAN";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2003
77141;2704;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77142;1706;"SEDE LUJAN";1684;"EL PALOMAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77145;2504;"SEDE LUJAN";2812;"C. DEL SE¥OR";"BUENOS AIRES";"ARGENTINA";"M";2003
77146;403;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77147;403;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77151;403;"SEDE LUJAN";1746;"FCO. ALVAREZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77153;804;"SEDE LUJAN";2812;"C. DEL SE¥OR";"BUENOS AIRES";"ARGENTINA";"F";2003
77157;2504;"SEDE LUJAN";1834;"TEMPERLEY";"BUENOS AIRES";"ARGENTINA";"F";2003
77158;2504;"SEDE LUJAN";1676;"STOS.LUGARES";"BUENOS AIRES";"ARGENTINA";"F";2003
77159;2504;"SEDE LUJAN";1746;"FCO. ALVAREZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77161;308;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"M";2003
77166;207;"SEDE LUJAN";1722;"MERLO";"BUENOS AIRES";"ARGENTINA";"F";2003
77168;1710;"SEDE LUJAN";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2003
77171;403;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77172;2704;"SEDE LUJAN";1712;"CASTELAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77173;1503;"D.A. S.FERNANDO";7600;"M. DEL PLATA";"BUENOS AIRES";"ARGENTINA";"M";2003
77176;309;"C.R. CAMPANA";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77177;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"F";2003
77178;2704;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2003
77179;207;"SEDE LUJAN";5231;"SEB. EL CANO";"CORDOBA";"ARGENTINA";"M";2003
77180;403;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"M";2003
77181;308;"SEDE LUJAN";2760;"S.A.DE ARECO";"BUENOS AIRES";"ARGENTINA";"F";2003
77183;3301;"D.A. C. FEDERAL";1425;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77185;3301;"D.A. C. FEDERAL";1414;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77186;3301;"C.R. SAN MIGUEL";1642;"SAN ISIDRO";"BUENOS AIRES";"ARGENTINA";"F";2003
77187;3301;"D.A. C. FEDERAL";1678;"CASEROS";"BUENOS AIRES";"ARGENTINA";"F";2003
77188;3301;"D.A. C. FEDERAL";1706;"D.F.SARMIENT";"BUENOS AIRES";"ARGENTINA";"F";2003
77189;3301;"D.A. C. FEDERAL";1112;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77190;3301;"C.R. SAN MIGUEL";1405;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77192;3301;"D.A. C. FEDERAL";1141;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77193;3301;"D.A. C. FEDERAL";1070;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77194;3301;"D.A. C. FEDERAL";1439;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77195;3301;"D.A. C. FEDERAL";1408;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77196;3301;"D.A. C. FEDERAL";1268;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77197;3301;"D.A. C. FEDERAL";1051;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77198;3301;"D.A. C. FEDERAL";1405;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77199;3301;"D.A. C. FEDERAL";1439;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77201;3301;"D.A. C. FEDERAL";1114;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77202;3301;"D.A. C. FEDERAL";1416;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77203;3301;"D.A. C. FEDERAL";1416;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77204;3301;"D.A. C. FEDERAL";1407;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77206;3301;"C.R. SAN MIGUEL";1176;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77207;3301;"D.A. C. FEDERAL";1437;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77209;3301;"D.A. C. FEDERAL";1778;"CIUDAD EVITA";"BUENOS AIRES";"ARGENTINA";"M";2003
77210;3301;"D.A. C. FEDERAL";1425;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77211;3301;"D.A. C. FEDERAL";1716;"LIBERTAD";"BUENOS AIRES";"ARGENTINA";"F";2003
77212;3301;"D.A. C. FEDERAL";1426;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77214;3301;"D.A. C. FEDERAL";1437;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77215;3301;"D.A. C. FEDERAL";1429;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77216;3301;"D.A. C. FEDERAL";1170;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77217;3301;"C.R. SAN MIGUEL";1822;"V. ALSINA";"BUENOS AIRES";"ARGENTINA";"F";2003
77218;3301;"D.A. C. FEDERAL";1440;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77219;3301;"D.A. C. FEDERAL";1237;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77220;3301;"C.R. SAN MIGUEL";1824;"LANUS";"BUENOS AIRES";"ARGENTINA";"M";2003
77221;3301;"C.R. SAN MIGUEL";7160;"MAIPU";"BUENOS AIRES";"ARGENTINA";"F";2003
77222;3301;"C.R. SAN MIGUEL";1437;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77223;3301;"D.A. C. FEDERAL";1080;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77224;3301;"C.R. SAN MIGUEL";1640;"MARTINEZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77225;3301;"C.R. SAN MIGUEL";1414;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77226;3301;"C.R. SAN MIGUEL";1236;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77228;3301;"D.A. C. FEDERAL";1408;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77229;3201;"D.A. C. FEDERAL";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77230;3201;"D.A. C. FEDERAL";1748;"G. RODRIGUEZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77231;3201;"D.A. C. FEDERAL";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2003
77232;3201;"D.A. C. FEDERAL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77233;3201;"D.A. C. FEDERAL";1876;"BERNAL";"BUENOS AIRES";"ARGENTINA";"F";2003
77234;3201;"D.A. C. FEDERAL";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77235;3201;"D.A. C. FEDERAL";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77236;3201;"D.A. C. FEDERAL";1247;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77237;3201;"D.A. C. FEDERAL";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77238;3201;"D.A. C. FEDERAL";1414;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77239;3201;"D.A. C. FEDERAL";1663;"MU¥IZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77240;3201;"D.A. C. FEDERAL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77241;3201;"D.A. C. FEDERAL";1716;"LIBERTAD";"BUENOS AIRES";"ARGENTINA";"M";2003
77242;3201;"D.A. C. FEDERAL";1417;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77243;3201;"D.A. C. FEDERAL";1876;"BERNAL";"BUENOS AIRES";"ARGENTINA";"F";2003
77244;3201;"D.A. C. FEDERAL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77245;3201;"D.A. C. FEDERAL";1824;"LANUS";"BUENOS AIRES";"ARGENTINA";"F";2003
77246;3201;"D.A. C. FEDERAL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77247;3201;"D.A. C. FEDERAL";1611;"DON TORCUATO";"BUENOS AIRES";"ARGENTINA";"M";2003
77248;3201;"D.A. C. FEDERAL";1186;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"F";2003
77249;3201;"D.A. C. FEDERAL";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"F";2003
77250;3201;"D.A. C. FEDERAL";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77251;3201;"D.A. C. FEDERAL";1886;"RANELAGH";"BUENOS AIRES";"ARGENTINA";"M";2003
77252;3201;"D.A. C. FEDERAL";2760;"S.A.DE ARECO";"BUENOS AIRES";"ARGENTINA";"F";2003
77259;2704;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77260;2704;"SEDE LUJAN";1748;"G. RODRIGUEZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77263;2704;"SEDE LUJAN";6600;"MERCEDES";"BUENOS AIRES";"ARGENTINA";"F";2003
77264;2704;"SEDE LUJAN";6600;"MERCEDES";"BUENOS AIRES";"ARGENTINA";"F";2003
77265;404;"SEDE LUJAN";6700;"LUJAN";"BUENOS AIRES";"ARGENTINA";"F";2003
77266;3201;"D.A. C. FEDERAL";1406;"CAP. FEDERAL";"CAPITAL FEDERAL";"ARGENTINA";"M";2003
77271;2704;"C.R. CAMPANA";2800;"ZARATE";"BUENOS AIRES";"ARGENTINA";"M";2003
77272;308;"C.R. CAMPANA";2804;"CAMPANA";"BUENOS AIRES";"ARGENTINA";"M";2003
77403;308;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"M";2003
77404;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77405;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77406;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77407;508;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77408;403;"C.R. SAN MIGUEL";1714;"ITUZAINGO";"BUENOS AIRES";"ARGENTINA";"F";2003
77409;509;"C.R. SAN MIGUEL";1618;"EL TALAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77410;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77411;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77412;508;"C.R. SAN MIGUEL";1774;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77413;403;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77414;308;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2003
77415;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77417;403;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77418;508;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"F";2003
77419;308;"C.R. SAN MIGUEL";1663;"MU¥IZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77420;399;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2003
77422;399;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77423;309;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"M";2003
77424;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77425;508;"C.R. SAN MIGUEL";1648;"TIGRE";"BUENOS AIRES";"ARGENTINA";"F";2003
77426;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77427;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77428;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77429;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77430;309;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2003
77431;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77432;403;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"F";2003
77433;508;"C.R. SAN MIGUEL";1613;"V. DE MAYO";"BUENOS AIRES";"ARGENTINA";"M";2003
77434;403;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2003
77435;308;"C.R. SAN MIGUEL";1629;"PILAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77436;509;"C.R. SAN MIGUEL";1614;"V. DE MAYO";"BUENOS AIRES";"ARGENTINA";"F";2003
77437;308;"C.R. SAN MIGUEL";1657;"LOMA HERMOSA";"BUENOS AIRES";"ARGENTINA";"M";2003
77438;508;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77439;508;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"F";2003
77440;509;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77441;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77442;308;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"M";2003
77444;508;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77448;508;"C.R. SAN MIGUEL";1653;"V. BALLESTER";"BUENOS AIRES";"ARGENTINA";"F";2003
77449;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77450;508;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77452;508;"C.R. SAN MIGUEL";1629;"PILAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77453;508;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77454;403;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77455;308;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77456;5401;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77457;309;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"M";2003
77458;509;"C.R. SAN MIGUEL";1655;"J. L. SUAREZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77459;403;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77460;508;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77462;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77464;508;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77467;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77468;308;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77469;403;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77470;508;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"M";2003
77471;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77472;508;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77473;308;"C.R. SAN MIGUEL";1611;"DON TORCUATO";"BUENOS AIRES";"ARGENTINA";"F";2003
77474;309;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77475;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77477;308;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"M";2003
77479;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77480;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77482;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77483;403;"C.R. SAN MIGUEL";1774;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77484;508;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2003
77485;508;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77486;509;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77487;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77488;5501;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77489;308;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2003
77490;508;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77491;308;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"M";2003
77492;308;"C.R. SAN MIGUEL";1688;"SANTOS TESEI";"BUENOS AIRES";"ARGENTINA";"M";2003
77493;508;"C.R. SAN MIGUEL";1611;"DON TORCUATO";"BUENOS AIRES";"ARGENTINA";"F";2003
77494;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77495;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77496;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77497;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77498;308;"C.R. SAN MIGUEL";1667;"TORTUGUITAS";"BUENOS AIRES";"ARGENTINA";"F";2003
77499;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77500;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77501;403;"C.R. SAN MIGUEL";1688;"SANTOS TESEI";"BUENOS AIRES";"ARGENTINA";"F";2003
77502;508;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"M";2003
77503;309;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77504;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77505;508;"C.R. SAN MIGUEL";1613;"V. DE MAYO";"BUENOS AIRES";"ARGENTINA";"M";2003
77506;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77507;509;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"M";2003
77509;308;"C.R. SAN MIGUEL";1663;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"M";2003
77511;308;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"M";2003
77513;508;"C.R. SAN MIGUEL";1774;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77514;308;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77515;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77516;403;"C.R. SAN MIGUEL";1629;"PILAR";"BUENOS AIRES";"ARGENTINA";"F";2003
77517;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77518;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77519;308;"C.R. SAN MIGUEL";1669;"DEL VISO";"BUENOS AIRES";"ARGENTINA";"F";2003
77520;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77521;308;"C.R. SAN MIGUEL";1664;"TRUJUY";"BUENOS AIRES";"ARGENTINA";"F";2003
77522;309;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"M";2003
77524;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77525;308;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77526;309;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2003
77527;308;"C.R. SAN MIGUEL";1664;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77528;308;"C.R. SAN MIGUEL";1714;"ITUZAINGO";"BUENOS AIRES";"ARGENTINA";"F";2003
77529;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77531;308;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77532;308;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2003
77533;308;"C.R. SAN MIGUEL";1635;"PTE. DERQUI";"BUENOS AIRES";"ARGENTINA";"F";2003
77534;508;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"F";2003
77535;509;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77536;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77537;404;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77538;5401;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77539;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77540;308;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77541;309;"C.R. SAN MIGUEL";1663;"SAN MIGUEL";"BUENOS AIRES";"ARGENTINA";"M";2003
77542;509;"C.R. SAN MIGUEL";1661;"BELLA VISTA";"BUENOS AIRES";"ARGENTINA";"F";2003
77543;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"M";2003
77544;804;"C.R. SAN MIGUEL";1669;"DEL VISO";"BUENOS AIRES";"ARGENTINA";"F";2003
77545;508;"C.R. SAN MIGUEL";1744;"MORENO";"BUENOS AIRES";"ARGENTINA";"F";2003
77547;308;"C.R. SAN MIGUEL";1617;"G. PACHECO";"BUENOS AIRES";"ARGENTINA";"F";2003
77548;508;"C.R. SAN MIGUEL";1665;"JOSE C. PAZ";"BUENOS AIRES";"ARGENTINA";"F";2003
77549;308;"C.R. SAN MIGUEL";1615;"GRAND BOURG";"BUENOS AIRES";"ARGENTINA";"F";2003
77550;308;"C.R. SAN MIGUEL";1613;"PABLO NOGUES";"BUENOS AIRES";"ARGENTINA";"F";2003
77551;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
77553;403;"C.R. SAN MIGUEL";1613;"POLVORINES";"BUENOS AIRES";"ARGENTINA";"F";2003
77554;308;"C.R. SAN MIGUEL";1686;"HURLINGHAM";"BUENOS AIRES";"ARGENTINA";"F";2003
